,Description,source_name,source_link,event_title,State,District,location_description,Datetime,Triggering factor,fatality_count,injury_count,latitude,longitude,Date,Time,Month,Month_Name
961,"Traffic on the main Dehradun-Mussoorie road came to a standstill for over four hours due to a landslide on early Saturday morning. The landslide occurred at Kolhukhet, 15km away from Mussoorie at around 5am. The site has witnessed landslides twice in the last four days.",The Times of India,http://timesofindia.indiatimes.com/City/Dehradun/Landslide-causes-4-hr-snarl-on-Doon-Mussoorie-road/articleshow/38693367.cms,"Mussoorie, Uttarakhand",Uttaranchal,,"Mussoorie, Uttarakhand",19/07/2014 5:00,rain,0.0,0.0,30.4305,78.0803,2014-07-19,05:00:00,7.0,Jul
962,"Heavy rainfall continued to lash various parts of Uttarakhand, especially the Kumaun region, leading to landslides and rising water levels in several rivers. Separate cases of landslides in two villages in the Munsyari area of Pithoragarh district caused damage to six houses.",www.thehindu.com,http://www.thehindu.com/news/national/other-states/heavy-rainfall-causes-landslides-in-kumaon/article4931537.ece,"Munsyari Area, Pithoragarh, Uttarakhand",Uttaranchal,,"Munsyari Area, Pithoragarh, Uttarakhand",19/07/2013 0:00,downpour,0.0,,30.0718,80.2369,2013-07-19,00:00:00,7.0,Jul
963,"Dhaulapani towards Narender Nagar, Uttarkashi-Tehri Marg",Red Cross - Field reports,https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2987,Uttarkashi district,Uttaranchal,,Uttarkashi district,30/07/2007 0:00,downpour,2.0,,30.733,78.439,2007-07-30,00:00:00,7.0,Jul
964,"TRMM shows no significant rainfall accumulation. Article: Continuous rain in the last couple of days led to a landslide at Famla village in Arunachal Pradesh's Tawang district early Friday, killing 17 people.",Zee News,http://zeenews.india.com/news/north-east/landslide-in-tawang-area-of-arunachal-pradesh-watch-video_1878690.html,"Tawang, Arunachal Pradesh",Arunachal Pradesh,,"Tawang, Arunachal Pradesh",22/04/2016 2:30,continuous_rain,17.0,0.0,27.5799,91.8569,2016-04-22,02:30:00,4.0,Apr
965,"occurred on road, disrupted traffic",The hindu.com,,Panthal in Jammu’s Ramban district on Srinagar-Jammu Highway,Jammu and Kashmir,,Panthal in Jammu’s Ramban district on Srinagar-Jammu Highway,05/09/2007 0:00,rain,,,33.1662,75.3098,2007-05-09,00:00:00,5.0,May
966,"The state government has sought a financial assistance of Rs 5,660 crore from the Union government to cope with monsoon-related calamities that claimed 175 lives, damaged 60,000 houses and ravaged over 50% of roads across the state. In a memorandum submitted to Prime Minister Manmohan Singh, chief minister Oommen Chandy said monsoon-related calamities were to be considered a national disaster and the state -- which had been fighting the ill- effects of severe drought till a couple of months ago -- was not in a position to handle the financial implications of rain devastation in Kerala. Monsoon rainfall in 2013 had exceeded the forecast, causing landslides and floods in several districts. Coastal erosion compounded the problem, damaging the state coastline significantly. Floods devastated several villages leading to evacuation and dislocation of a large number of families, the memorandum said. ""Out of the 1,51,652km of roads in the state, more than 50% have been severely damaged. Sector",articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-08-10/thiruvananthapuram/41266154_1_monsoon-fury-memorandum-crossed-rs,"Idukki, Kerala",Kerala,,"Idukki, Kerala",04/08/2013 0:00,continuous_rain,3.0,,9.9147,77.01100000000002,2013-04-08,00:00:00,4.0,Apr
967,"Three persons were injured and eight houses collapsed following landslides triggered by torrential rain at Barbara in Tawang district of Arunachal Pradesh, an official said today.",Business Standard,http://www.business-standard.com/article/pti-stories/three-injured-houses-collapse-in-landslide-in-arunachal-116080700399_1.html,Babrang village under Jang circle in Tawang district,Arunachal Pradesh,,Babrang village under Jang circle in Tawang district,05/08/2016 0:00,downpour,0.0,3.0,27.5754,91.9754,2016-05-08,00:00:00,5.0,May
968,United Nations Development Programme - Relief Web,United Nations Development Programme - Relief Web,http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument,Prakasam,Andhra Pradesh,Krishna,Prakasam,25/06/2007 0:00,rain,,,16.6252,80.6128,2007-06-25,00:00:00,6.0,Jun
969,"Shillong, Aug 12 (IANS) Indian Air Force helicopters Friday airdropped food packets to thousands of marooned people in the East Kameng district in Arunachal Pradesh bordering China.  People residing in the East Kameng district were cut-off from the mainland due to disruption in road communication after landslides that followed incessant rains in the region.  ‘We have airdropped emergency rations in several areas where people were facing critical shortages of food supplies in the district,’ IAF spokesman Ranjeeb Sahoo said.  The Arunachal Pradesh government had requisitioned IAF helicopters to drop emergency rations at Seppa, Chyangtajo, Bameng and Khanewa where people faced critical shortage of food supplies.  Sahoo said IAF helicopters from units under the Eastern Air Command were activated from Tezpur, Guwahati, Kumbhigram and Mohanbari to undertake the mission.  Relief operations continue in full swing and about five tonnes of supplies have been air lifted to the affected areas so f",inewsone,http://www.inewsone.com/2011/08/12/iaf-airdrops-food-to-marooned-in-arunachal/68478,East Kameng district in Arunachal Pradesh bordering China,Arunachal Pradesh,,East Kameng district in Arunachal Pradesh bordering China,12/08/2011 0:00,rain,0.0,,27.44,92.2833,2011-12-08,00:00:00,12.0,Dec
970,"Incessant rains continued to buffet Uttarakhand, triggering landslides in Uttarkashi and Chamoli that damaged many houses in the two districts. While 30 houses were reported to be damaged in Uttarkashi, four settlements were razed in the landslips in Alaknanda valley of Chamoli district.",www.newindianexpress.com,http://www.newindianexpress.com/nation/Fresh-landslides-in-Uttarakhand-as-bad-weather-persists/2013/07/25/article1701733.ece,"Alaknanda Valley Of Chamoli District, Uttarakhand",Uttaranchal,,"Alaknanda Valley Of Chamoli District, Uttarakhand",25/07/2013 0:00,continuous_rain,,,30.4041,79.3276,2013-07-25,00:00:00,7.0,Jul
971,"Incessant torrential rain, which began Sunday at around 11.30 p.m. has completely cut off Suruhuto town from the rest of the state. In a press release, NGZPMC joint secretary Hotoshe Sema said all three links connecting Zunheboto, Mokokchung and Tuensang have been cut off. Road to Zunheboto has been  blocked in 5-6 places and Mokokchung road has been blocked in two places near Zhekuto and Longsa. The valleys of Nanga (Dikhu), Phizo and Tizu, known as rice bowls of Suruhuto Area has been damaged by floods and landslides. Many terrace fields and canals have been washed away by flood. A team of Nanga (Dikhu) Greener Zone Project Management Committee (NGZPMC) who were on GPS mapping of Community Conserved Area (CCA) has been stranded at Nanga valley owing to flood. Log bridges connecting Phuye New/Old and Suruhuto/Surumi/Aichi Saghemi villages have been washed away. Travelers from Tuensang to Kohima/Dimapur via Suruhuto-Coco shortcut road have been requested to take the via Mokokchung rout",www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,"Longsa, Nagaland",Nagaland,,"Longsa, Nagaland",04/08/2013 0:00,monsoon,,,26.2083,94.5438,2013-04-08,00:00:00,4.0,Apr
972,"As a result of continuous rains and snowfall during the past few days several areas in Baramulla district including Larridora, Bandibala, Dodhbugh, Nilsar, Hajibal, Shirpora and others have witnessed landslides and earth sinking.",Rising Kashmir,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,Hajibal,Jammu and Kashmir,,Hajibal,15/03/2015 0:00,continuous_rain,0.0,0.0,34.0968,74.4117,2015-03-15,00:00:00,3.0,Mar
973,"In an unrelated incident, there was a minor landslide off Kulashekara-Konguru Mutt Road near Mangaluru on Saturday afternoon abutting the Mangaluru Junction-Panambur Railway line, which is now being doubled.  The damaged portion was a part of hill-cutting exercise being undertaken by the Southern Railway for doubling the line. It is said that the landslip occurred when an earthmover engaged in hill cutting was being moved atop the hillock. However, there was no casualty.  The landslip however has put a few houses adjoining the area and the connecting road under threat.",The Hindu,http://www.thehindu.com/news/national/karnataka/trains-delayed-owing-to-mishap/article8861760.ece,"Kulashekara-Konguru Mutt Road (Kongoor Mutt Road) near Mangaluru Junction-Panambur Railway line, near Mangaluru, India",Karnataka,,"Kulashekara-Konguru Mutt Road (Kongoor Mutt Road) near Mangaluru Junction-Panambur Railway line, near Mangaluru, India",16/07/2016 15:00,construction,0.0,0.0,12.8962,74.8859,2016-07-16,15:00:00,7.0,Jul
974,"difficult to determine location, heavy rains throughout Manipur state",daijiworld,"http://www.daijiworld.com/news/news_disp.asp?n_id=47500&n_tit=Mangalore:+Monsoon+Continues+to+Strike;+Landslide,+Houses+Collapse","near Kuloor church, in Manipur along National Highway",Manipur,,"near Kuloor church, in Manipur along National Highway",09/06/2008 0:00,monsoon,,,24.6596,93.9784,2008-09-06,00:00:00,9.0,Sep
975,"Two people were killed, one injured and three others trapped under debris after a landslide at Antop hill on Wednesday morning. Following torrential rains, a huge boulder from the hillock smashed into three houses at the foothill. According to residents of the Devram Dada Chawl, landslides are commonplace, but this time the intensity was greater. ÒThis is first time someone has died and houses reduced to rubble,Ó said Vinod Aiwale, who has lived at the chawl for 26 years.",www.hindustantimes.com,http://www.hindustantimes.com/India-news/Mumbai/Mumbai-2-dead-1-injured-3-still-trapped-under-debris-in-Wadala-landslide/Article1-1090217.aspx,"Antop Hill, Mumbai",Maharashtra,,"Antop Hill, Mumbai",10/07/2013 0:00,downpour,2.0,1.0,19.0263,72.8676,2013-10-07,00:00:00,10.0,Oct
976,"Continuous rainfall has caused massive mudslides blockingNH-2 between Kohima and Botsa in Nagaland, official sources said today. The mudslides on late last night has caused huge inconvenience, additional deputy commissioner Chiephobozou sub-division Bodeno Mero said. She said around 60 to 70 vehicles were stranded along the stretch since this morning. An electrical post was also damaged due to mudslide and power lines were cut off in and around Botsa area to avoid any mishap. Stating that all efforts are being made to see that the highway is cleared with PWD workers put to service, she however cautioned the public travelling on NH-2 of delayed journey. She expressed fear that the mudslides would continue till the rain stopped.",www.business-standard.com,http://www.business-standard.com/article/current-affairs/mudslides-block-nh-2-in-nagaland-113100700032_1.html,"Chiechama, Nagaland",Nagaland,,"Chiechama, Nagaland",05/10/2013 23:00,continuous_rain,0.0,,25.8266,94.1497,2013-05-10,23:00:00,5.0,May
977,"Another person was killed after being buried under landslides at Bhimtal area of Naintal district. He was riding a motorcycle when the incident took place last evening, official sources said.",dnaindia,http://www.dnaindia.com/india/report-three-killed-as-heavy-rains-continue-to-lash-uttarakhand-1412378,"Bhimtal area, Naintal district, Uttarakhand",Uttaranchal,,"Bhimtal area, Naintal district, Uttarakhand",20/07/2010 18:00,downpour,1.0,,29.3576,79.5519,2010-07-20,18:00:00,7.0,Jul
978,A woman was killed and her two children injured due to a landslide along the road near her residence.,freepresskashmir.com,http://freepresskashmir.com/landslide-kills-woman-hurts-two-children-in-jammu-kashmir-105306/,"Reasi District, Jammu And Kashmir",Jammu and Kashmir,,"Reasi District, Jammu And Kashmir",05/07/2013 23:00,downpour,1.0,2.0,33.0852,74.8799,2013-05-07,23:00:00,5.0,May
979,"Trigger is likely monsoon rains because the incident occurred during monsoon season.  Two persons, including a girl, were killed in landslides in Assam on Thursday. An octogenarian was killed when a sudden landslide buried his house at Pub Sarania hill, district deputy commissioner M Angamathu said.",Indian Express,http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",Assam,,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",14/07/2016 0:00,monsoon,1.0,0.0,26.1768,91.7702,2016-07-14,00:00:00,7.0,Jul
